train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
288893,SHOCK TOP BELGIAN WHITE TALL BEER GLASS,2,Vintage & Collectibles/Serving/Tumbler,,18.0,0,"[rm] for the pair. Shock Top Belgian White tall beer glasses. Excellent condition! Tall glasses, measure 9"" tall."
36463,Rae Dunn Cookies,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,146.0,0,"Rae Dunn Cookies New!! This is the exact item you will receive. •• Small ""FLAWS"" are what makes these pieces unique..!! ••Tags have been removed but items are NEW AND UNUSED. Please zoom in and make sure you will be happy with your purchase. •• I will do my best to pack all items with care. •• I am not responsible for damaged items if it occurs during shipping. ••All sales are final. •• Please see other items for combined shipping!! Thank you. :)"
1076405,Lululemon Swiftly Tech SS Dark Forest 10,1,Women/Athletic Apparel/Shirts & Tops,lululemon athletica,50.0,1,"Lululemon Athletica Swiftly Tech Short Sleeve Crew in Dark Forest sz 10 NWT DESIGNED FOR Run SILVERESCENT® TECHNOLOGY Powered by X-STATIC®, it inhibits the growth of odour-causing bacteria on the top MESH FABRIC VENTING For airflow in high-sweat areas to keep you cool SLIM FIT, HIP LENGTH Slim fit hugs your body and wicks away sweat while you train NO CHAFE Seamless construction in the body minimizes chafing"
177610,5/8g rose quartz stone tear drop plugs,1,Other/Other/Other,,7.0,1,Perfect condition. Very cute. Not heavy on your ears at all. Brand new. Never worn. Already sanitized & will sanitize again before shipping! Size 5/8g (16mm)
552644,big teddy bear!,3,Kids/Toys/Stuffed Animals & Plush,,41.0,0,as big as a 3-4 year old!!!
695067,Superman px previews new 52 funko pop,2,Vintage & Collectibles/Toy/Action Figure,Funko,8.0,1,No description yet
707245,Light blue game boy with pokemon,3,Vintage & Collectibles/Electronics/Video Game,,51.0,1,"Hello! I have a blue game boy and pokemon game for sale. Both work, but the pokemon game's internal battery has dried out. Items were used, and there is some wear and tear. I don't have a charger. I see that similar game boys go for 80 but I only want 51 for both items."
249670,Wig- Ash Blonde Straight Hair Extension,1,Women/Women's Accessories/Hair Accessories,,7.0,1,"Item Details: -New 20 inches synthetic hair extensions -Weight: 160g -16 clips, 7 pcs per set -High temperature resistant -Able to be straightened -Colors available: Black-Brown, Dark Brown, Ash Blonde, Light Brown -Buy a 2-pack bundle with discounts -Ship from U.S -Please comb the hair till it's smooth enough because the hair could get knotted due to shipment. Thanks for your interest and hope you find your favorite ones ：）"
637065,LuLaRoe Madison (XS),2,Women/Dresses/Knee-Length,LuLaRoe,23.0,1,"LuLaRoe Madison! Popular bird print! EUC, had pockets! XS LLR will fit 0-4!"
918871,Lularoe OS Cactus Leggings on Black HTF,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,39.0,0,"I have way too much Lularoe and am destashing what I can part with. These leggings are OS. NWT and bag, LLR doesn't attach tags to leggings but it is included. Please ask any questions needed!"
911268,Pink Fidget Spinner,1,Kids/Toys/Games,,5.0,1,Pink Fidget Spinner 100% Authentic FREE SHIPPING! Feel free to ask any questions!!
985514,Huge boys 3m sleeper bundle,3,Kids/Boys 0-24 Mos/One-Pieces,,21.0,0,"12 sleepers Non fleece Will seperate the bundle but the better deal is to just buy the whole lot. Each piece if seperated will be [rm] a unit, a discount will not apply until you purchase 3 at [rm] per piece A few pieces have minimal staining. All size 3m Rewash before i ship as these have been in storagr for awhile"
218413,Antique Elgin Wristwatch 1912 size 5/0,5,Vintage & Collectibles/Jewelry/Watch,Vintage,44.0,0,This watch was made by Elgin in 1912. Which makes it one of the earliest wristwatches made. The movement is a 403 and does not run. The case was made by the Philadelphia Watchcase company and is size 5/0. Please take a look at all of my items for more vintage watches and other great finds. Thanks.
976041,Disney monsters inc,2,Kids/Boys 0-24 Mos/Other,Disney,15.0,0,0-3 months never worn. Brand new. Tags came off only plastic wire still on them. Super cute outfit! Unfortunately my son is growing way too fast.
520831,Victoria Secret Bra Set,1,Women/Underwear/Bras,Victoria's Secret,39.0,0,Victoria Secret Bra Set 32DD bra Unlined balconet Black Scandalous collection Small thong panty New with tags *No Free Shipping Chavonne11
1135220,Jordan's 7 Hare size 6,3,Kids/Boys (4+)/Shoes,,105.0,1,Good condition. Worn once personally but bought used
1378587,Red PowerBeats 2!!,3,"Electronics/TV, Audio & Surveillance/Headphones",Beats by Dr. Dre,46.0,1,"These are good condition Dr Dre Wireless Powerbeats! They are clean I disinfected the ear part. What you see in the photo is what you will get. Please ask any questions , and make offers no lower than 50, because I am receiving many offers so if your interested hurry!:)Thank you !!:)* btw If this sells today can be shipped out either today or tomorrow morning!!*"
1063616,14k Gold CZ Cross Stud Earrings,1,Women/Jewelry/Earrings,,12.0,1,"Fabulous cross earrings. They are in real silver covered with yellow gold for long lasting shine. Excellent CZ quality.like real diamond. Brand new. Stamped 925 with the weight of 1.00 gram. They measure 1/4"" wide or 8x7 mm. Free shipping⭐️ Free gift box.⭐️ Any questions, feel free to contact me. Thank you for looking."
417608,Fashion nova jeans,2,"Women/Jeans/Slim, Skinny",Fashion Nova,29.0,0,Size 5 Great condition look just like new From the fashion nova website Very sexy & high Waisted No free ship Not in a rush to sell them they're very sexy on just have a lot of jeans originally [rm] plus shipping
235100,Dawson's Creek Complete DVD Series,3,Electronics/Media/DVD,,25.0,1,"Seasons 1-6 Good, Working Condition"
826068,Llama Alpaca flats,3,Women/Shoes/Flats,,13.0,1,"So cute! Comfy Keds brand flats with llama design on them. Womens size 8.5. free shipping, no lowest"
91117,X2 6ft 2mm original apple chargers,1,Electronics/Cell Phones & Accessories/Cables & Adapters,Apple,16.0,1,New in the box
1208684,Black Ugg boots size 7 FREE SHIPPING,2,Women/Shoes/Boots,UGG Australia,45.0,1,"Worn once around the house but decided they weren't me. Great condition and no signs of wear. Just have been sitting in my closet. Authentic Uggs! Size 7 with size furry, warm inside!"
1392496,One Size NWOT LLR leggings,2,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,17.0,1,One size Lularoe Buttery Leggings! Fuchsia to lighter pinks
1166410,White shelves,3,"Home/Storage & Organization/Racks, Shelves & Drawers",,11.0,0,"Set of two white shelves Large measures 12""x4"" Small measures 6""x4"" Gently used condition FAST SHIPPING"
1297509,VS Pink Yankees tee,2,Women/Tops & Blouses/T-Shirts,PINK,15.0,0,No description yet
967396,Mac cosmetics velvet teddy fragrance new,1,Beauty/Fragrance/Women,MAC,45.0,1,Mac cosmetics velvet teddy fragrance new Authentic Brand new Box not included Will Package acaccordly Retails for [rm] + tax
1225826,Samantha only,1,Beauty/Makeup/Eyes,Sephora,15.0,1,Huda beauty - Samantha #7
808149,New Cricut Favorites Cartridge Free Ship,1,Electronics/Other/Other,,17.0,1,"New, unopened Cricut Favorites Cartridge, Best Images of 2010. Retired, hard to find. Free shipping."
1346239,Salmon Hollister short sleeve hoodie,3,Women/Sweaters/Hooded,Hollister,12.0,0,Soft and warm :)
1301202,PINK Cropped Workout Yoga Pants,3,"Women/Athletic Apparel/Pants, Tights, Leggings",PINK,18.0,1,"Pink Yoga Cropped pants size medium, in excellent used condtion. Worn about 2 or 3 times."
882810,Boys Size 3 6 months Rompers,3,Kids/Boys 0-24 Mos/One-Pieces,Gymboree,11.0,0,Cute Summer Clothes! Osh Kosh. Gymboree. Shorts
823550,Victoria secret tote,1,Women/Women's Handbags/Totes & Shoppers,Victoria's Secret,20.0,1,Victoria secret tote with small bag. Brand new. Never bren used. Still with tags and all.
1358616,The Sims 4 Get To Work,1,Electronics/Video Games & Consoles/Games,,29.0,0,The Sims 4 expansion pack Brand New Unused Still in plastic covering Windows & Mac
392015,VS PINK tee,2,Women/Tops & Blouses/T-Shirts,PINK,10.0,1,This one is a neutral sand color which goes with everything. Loose fit and very comfy! Only worn these maybe twice!
125882,Aeries underwear,1,Women/Underwear/Panties,American Eagle,21.0,0,Brand new aerie cheeky & boybriefs and two are the same as seen in the picture .
1022104,Milani Face Primer Bundle,1,Beauty/Makeup/Face,Milani,13.0,0,Milani prime perfection & milani prime shield Brand New never opened Both bottles are 20 ml
328657,BBW 8 Piece Lot of Deep Cleansing Soap,1,Beauty/Bath & Body/Cleansers,Bath & Body Works,27.0,0,"All new!! (3) Black Cherry Merlot (1) Crisp Morning Air (1) Vanilla Snowflake--FOAMING SOAP (1) Sweet Cinnamon Pumpkin (1) Ocean Citrus (1) Pear Wood Cider Price is for all of them- if you only want individuals they will be [rm] EACH plus shipping DO NOT ASK ""LOWEST"" OR ANYTHING OF THE SORT- ALL MY PRICES ARE ALREADY POSTED AT MY LOWEST AND ARE ALWAYS FIRM Signature Collection ** All items are posted at the lowest I will accept, all prices are firm ** I would be more than happy to combine shipping costs, but you must let me know before purchasing so I can adjust- I DO NOT OFFER BUNDLE PRICING. Deep Cleansing Hand Soap LiveLoveLake BBW Bath & Body Works Bath and Body Works"
498408,25 Mixed Designs 10x13 Poly Mailers,1,Other/Office supplies/Shipping Supplies,,7.0,1,5 of each design shown
55232,Fitbit Alta Gold,3,Sports & Outdoors/Exercise/Fitness accessories,Fitbit,55.0,1,Comes with a large band. Small scratch but it's along the edge and is hardly noticeable except under bright light. No charger
678313,Two white throw pillows,2,Home/Home Décor/Decorative Pillows,Pottery Barn,14.0,0,Two new white throw pillows. They are in a zip up case that can be taken on and off for washing. No stains or rips
135832,Penthouse two piece,2,Handmade/Clothing/Lingerie,,12.0,1,Penthouse womens two piece lingerie set. Size L never used. And sailor dog outfit.
1227120,Diana,1,Women/Tops & Blouses/Other,,155.0,0,Bundle (Wednesday ) 149
86816,Girld youth Adidas shoes,2,Kids/Girls (4+)/Shoes,Adidas,21.0,0,"Like new ,worn only once .dark greyish blue with lavander and hot pink"
379870,Jordans,3,Women/Shoes/Fashion Sneakers,Jordans,101.0,0,Jordans retro 12s low Size 4y Worn once Dont have the box
1069896,Pixie bundle,1,Beauty/Skin Care/Face,,32.0,1,Brand new 100% authentic guaranteed or money back Flawless and pore less primer Setting spray Rose oil
262477,Thirty-One Mini Zipper Pouch,1,Women/Women's Accessories/Wallets,,10.0,0,New zipper pouch in Awesome Blossom by Thirty-One
623592,New Electric Warmer Imagine Dream Believ,1,Home/Home Décor/Home Fragrance,,15.0,0,☆Prices FAIR & FIRM ☆NO FREE SHIP ☆Edison include 4 pk melts 40w bulb ☆Full size include  3 pk melts 25w bulb ☆Accent include 2 pk melts 15w bulb ☆Price same w/wo melts ☆Bundling saves shipping costs ONLY ☆Choose from available scents listed on my profile :) ☆NEW IN BOX FULL SIZE SCENTED WAX WARMER Compatible w/any brand wax melts/tarts. Cord has on/off switch. Bulb included. Doubles as a perfect night light casting a warm glow while filling your home with enticing fragrant scented aromas of your choice! NOT AFFILIATED WITH ANY BRAND! ☆HONESTY #1POLICY ☆ITEMS PACKED W/GREAT CARE &SHIPS WITHIN 2-3 BUS DAYS  ☆PLEASE DON'T RATE ON ISSUES OUT OF MY CONTROL ☆I WILL DO MY BEST TO RESOLVE ANY ISSUES Tags: Scentsationals Ambi Escents Soy Salt City Better Homes Gardens Scentsy Burner Candle Yankee Pink zebra Amazon Home decor wedding bridal collectable classy men's women's sportsman kids diffuser Rustic shabby fragrance fragrant strong Wickless Flameless
1427753,Bundle of Pjs [Free Ship],1,Women/Athletic Apparel/Tracksuits & Sweats,,12.0,1,Never worn pajama pants. Super cute! Item #214
836851,Bundle for Chloe,3,Women/Sweaters/Cardigan,LOFT,43.0,0,Bundle includes 7 items: Banana republic open Sweater green Olive and oak gingham button up Hurley pink tee American eagle Cardigan Loft mesh tank Loft Linen Cardigan Loft v neck Cardigan
965619,Hollister high waisted jean jeggings,2,"Women/Jeans/Slim, Skinny",,18.0,0,Super soft and flattering
852079,Eeyore Scrub Top,4,Women/Tops & Blouses/Blouse,Disney,8.0,1,"Bundle and Save! All scrub tops are marked as Fair Condition, they have been worn but washed. No holes or stains."
225738,Lularoe S olive geeen joy,2,Women/Sweaters/Cardigan,,46.0,1,Like new just took off tags and wore to class for a hour.
711580,Jordache jeans,2,Kids/Girls (4+)/Jeans,,8.0,1,Little girls jordache blue jeans size medium 7/8. Great condition.
1237152,Brand New Pokémon B&W Game Art Folio,1,Vintage & Collectibles/Electronics/Video Game,Nintendo,11.0,1,Artwork from the game and descriptions on the back of the cards • 15 5x7 cards • Plastic still on it/ Never Opened • Case is in perfect condition • Cards are perfect condition • Will Ship in Bubble mailer
366774,Minnie Mouse big tsum tsum plushie,2,Kids/Toys/Stuffed Animals & Plush,Disney Tsum Tsum,7.0,0,Got for my birthday but never used it so I want it to go to a home that will love it. Brand new basically but don't have the tags. I can lower the price if needed
578657,REI sleep pad,3,Sports & Outdoors/Outdoors/Hiking & Camping,,24.0,0,"Sleep pad,that I bought from REI sale.We used one time"
59239,sunflower boho shorts,1,Women/Athletic Apparel/Shorts,Angie,32.0,0,brand new still has tags BUNDLE
1123024,Nyx jumbo eye pencil,2,Beauty/Makeup/Eyes,NYX,8.0,1,Used maybe once or twice
1081985,Emoji/colorful rain mobile phone grips,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,,10.0,1,"* This is a listing for 2 mobile phone grip/stands shown in first picture and last picture!* Colorful rain and emoji Pop, tilt, wrap, pop, collapse. Just like a popsocket! A great way to enhance your grip and capabilities of your phone. Secures your grip for texting, calling, photos, selfies and more! Compatible with all smartphones and tablets! Works in landscape and portrait mode for videos, texting, gaming and more! Allows your hand to relax while securely holding your phone- never drop your phone again from lost grip! NIB!"
319699,Iphone 5 FOR PARTS,3,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,Apple,25.0,1,Have had it since it wouldnt charge Could use for parts Charging port might be broken Unlocked phone Did not get wet Was using with walmart family mobile Used with Cricket too
1368204,Carhartt Scrub top,3,Women/Athletic Apparel/Shirts & Tops,Carhartt,10.0,1,Blue Carhartt mock wrap scrub top. used a handful of times. Size Medium. Please ask all questions prior to purchasing. Thanks!
184616,Honest company diapers,1,Kids/Diapering/Disposable Diapers,,44.0,0,4 packs 25 diapers in each pack
216969,Beautiful tapestry,3,Home/Home Décor/Tapestries,,14.0,0,"This tapestry has been used but it is in good condition. There are some very small holes in the corners where you hang it up. But it's very cute and I originally bought for [rm]. Please give reasonable offer. 55""x85"""
709451,GK leotards,3,Sports & Outdoors/Exercise/Dance/Ballet,,24.0,0,Hold for Ashley Fox
824536,Tinkerbell DVD,1,Electronics/Media/DVD,,11.0,0,Unopened
363265,Saints Row 2 Xbox 360,3,Electronics/Video Games & Consoles/Games,Xbox,9.0,1,"TRACK YOUR PACKAGE We usually ship within 2 days of purchase. You will receive a tracking # as soon as we ship. ALL ITEMS AVAILABLE **All are items are available for purchase, if it's listed , we have it! SAVE ON SHIPPING **Save on shipping ! We will bundle items for you, just let us know what you want :) The more you buy the bigger discount I can give on the items that I ship together. CHECK OUT ALL OUR COOL ITEMS! We carry xbox original xbox 360 - Playstation 1 - ps2 - ps3 - Nintendo - Wii - Gamecube - Gameboy - nes - snes-Nintendo 64 - n64 -sega - PS4 - PSP"
186236,Kendra Scott Pink Flora Earrings,1,Women/Jewelry/Earrings,Kendra Scott,50.0,1,Brand new with tags and KS jewelry bag. FREE SHIPPING (1-day processing).
925886,Scentsy bars jade,1,Home/Home Décor/Home Fragrance,Scentsy,25.0,0,"New Hard to find Fuzzy blanket Hazelnut latte Bare Minerals tinted mineral veil No free ship, can bundle:)"
233943,Halloween Lularoe Leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,23.0,0,OS
520862,New Nintendo 3DS XL Animal Crossing,3,Electronics/Video Games & Consoles/Consoles,Nintendo,136.0,0,"Bundle with the game, 3DS, charger, and skin. Ive had my DS for almost a year and never have the time to play. I can reset, I wanted to be happy with the sell price but all is in perfect working order. There are two scratches on the DS under the skin but can easily be covered."
292840,Authentic Michael Kors handbag,3,Women/Women's Handbags/Shoulder Bag,Michael Kors,91.0,0,I bought this bag for my daughter as a Christmas gift in December of last year. She barely used it and it looks like new. This handbag is made of uniquely designed materials and trimmed with fine natural leather. The coated material is durable and water repellent.
117477,Bvlgari Au the blanc,3,Beauty/Fragrance/Women,,31.0,0,As Shown Eau Parfumee - If you buy more than one perfume shipping will be [rm] + [rm] for each additional perfume. Plz msg me & I'll create a bundle listing.
1480533,Disturbia DVD,2,Electronics/Media/DVD,,7.0,0,Perfect condition
425850,Shopkins carrying case,2,Kids/Toys/Dolls & Accessories,,17.0,0,No description yet
1202473,Silky PJs,2,Women/Sweaters/Other,Gilligan & O'Malley,14.0,1,Extra small Gillian and O'Malley pajamas Very silky and soft sleepwear Burgundy/maroon and black Worn and washed once
1316608,Brand New Kids S/M Lularoe Leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,26.0,0,Brand new never been worn selling them as a pair. For 2T to 6
264742,Deletta Braided Top,2,"Women/Tops & Blouses/Tank, Cami",Anthropologie,35.0,1,So cute and flattering! Very unique and hides imperfections well. EUC. Tags: modcloth. Jcrew. Free People. Lucky Brand. H&M.
1142581,Authentic LV- Pochette Croissant,4,Vintage & Collectibles/Bags and Purses/Handbag,Louis Vuitton,200.0,1,"Pochette Croissant M51510 27 X 18 cm - 10.6"" X 7"""
229223,Bisou Bisou Tank Top,2,"Women/Tops & Blouses/Tank, Cami",BISOU BISOU,8.0,1,"New Without Tags. Ruching on the side, crochet on the top. From a pet and smoke free home. Washed once with the intentions of wearing it, never wore it."
1405921,NWT white love culture body suit,1,"Women/Tops & Blouses/Tank, Cami",,11.0,0,Brand new from love culture. Comes down low in the back so your back is exposed. Size S.
571687,Toy Story Alien Building Block Set,1,Kids/Toys/Building Toys,,11.0,1,"New. Fast Free Shipping. Recommended Age 6+. Has small Parts. Do not use for kid under 3. Have multiple Characters available. Price is firm unless you buy multiple. This set assembled is about 3.15"" x 2.5"" Total Pieces: 120 Check out other listings for Bundle. 1 for [rm]. 2 for [rm]. 3 for [rm] 4 for [rm] Each additional after 4 is [rm] each This does not come with a box. Will be shipped just like its show in photo 2 PLEASE PAY ATTENTION TO THE SIZE. THESE ARE NOT INTENTED FOR YOUNG CHILDREN AS THEY CONTAIN SMALL PIECES Item # 348"
283071,"Mountain Hardware - Women's Softshell, S",3,Women/Coats & Jackets/Fleece Jacket,Mountain Hardwear,41.0,0,Mountain Hardware - Women's Black Softshell Jacket. Size Small. Lightly Used Condition
990679,Play condition Toms 4T,4,Kids/Girls 0-24 Mos/Shoes,,10.0,0,Play condition due to restitch of the Velcro. These have no holes or stains but the Velcro came loose on one side and I stitched it back. Only noticeable if you are looking for it.
1031150,Aerie sweater,3,Women/Sweaters/Crewneck,American Eagle,10.0,1,"worn a few times, has a wide neck so sweater sits on shoulders :)"
722791,Samsung S7 Edge clear/pink Otterbox,2,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Samsung,14.0,0,Works with S7 edge. Hot pink on the rims and clear back. No scratches at all.
619857,Make Up Forever Primer,1,Beauty/Makeup/Face,MAKE UP FOR EVER,10.0,0,New
817027,FREE SHIPPINGG BOYS TEARS IPHONE CASE,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",Apple,10.0,1,fits: iphone 5 5s Free shipping! Bundle to save
1177669,Sweat pants,3,"Women/Athletic Apparel/Pants, Tights, Leggings",Abercrombie & Fitch,16.0,0,"Abercrombie and fitch size XS sweat pants, non smoking home"
349178,9 LA girl concealers,1,Beauty/Makeup/Face,,14.0,0,"1-2 Brand new , The rest have been opened and used 1 or none times."
674029,Bunny assortment,2,Home/Seasonal Décor/Easter,,9.0,0,"Assortment Easter items. Cute girl bunny with basket, parent reading to child, bunny w/bird and two mini decorations."
1355991,New Victoria secret pink leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",PINK,27.0,1,New never worn Victoria secret pink leggings size medium! Free gift with purchase! If you bundle with my other items you get [rm] off plus free gift!
1093949,Bella breast and butt enhancer,1,Beauty/Skin Care/Body,,7.0,1,"1-2 days: The Preliminary Stage The cream penetrates into the breast cells, enhance the growth of mammary glands and tissues. 7-9 days: The Cell Activation Stage You will feel slight swelling pain in the breast. Use the cream continuously to achieve the full development of your bust. 20 days: The Growth Stage Your breast obviously becomes fuller and firmer. Over 1 month: The Stabling and Moisturizing Stage Depend on individuals, your breast will grow about 6-8 cm. Massage your breast with cream 3-5 times a week to resist the gravity and keep them firm and tender. ***Ignore*** Lipstick, makeup, iPhone, Samsung, choker, beauty, cream, bella"
956055,Golf wang tshirt freeship medium,3,Men/Tops/T-shirts,,12.0,1,Golf Wang shirt. Gently loved. Size medium unisex. #tiedye #golfwang #tylerthecreator #hottopic
1370408,NWOT Jordan Baby Romper Sz 12 Mo,2,Kids/Boys 0-24 Mos/One-Pieces,Nike,14.0,0,NWOT Baby Jordan Romper Size 12 Months
811500,North Face 3-in-1,2,Men/Athletic Apparel/Jackets,The North Face,64.0,0,North Face winter jacket. Grey fleece jackets zips in to outer shell. Each can be worn separately or together.
856452,C Shape Toilet Paper Holder,1,Home/Bath/Bathroom Accessories,,10.0,1,* Brand new and never used or opened * C Shape Toilet Paper Holder made of Stainless Steel * Special mounting glue included; easy to remove even after long periods of time without residue * FREE SHIPPING
1289678,Mac Studio Fix Foundation,1,Beauty/Makeup/Face,MAC,27.0,0,Bought directly from Mac store so please do not ask if it is Authentic. Shade nc20 Never used
824812,BEAUTY BLENDER!,1,Beauty/Makeup/Brushes & Applicators,beautyblender®,7.0,1,Dupe!
438042,Puma Suede,3,Kids/Boys (4+)/Shoes,,21.0,0,"- In good condition , size 4y = 6 in women's"
920723,"Natural & expresso, color LA GIRL PRO HD",1,Beauty/Makeup/Face,,15.0,1,"Natural & expresso, color LA GIRL PRO HD CONCEALER. BRAND NEW"
432858,Levi's high waisted shorts,3,Women/Athletic Apparel/Shorts,Levi's®,18.0,0,Handmade. I would say these fit like a snug 6
953884,Mama and Little Teething Necklace,2,Kids/Feeding/Pacifiers & Accessories,,12.0,0,Worn but never used. My daughter never was interested. This is super cute for moms looking for a little style!
297731,2 bottles of Blackhead Remover Gel Mask,1,Beauty/Skin Care/Face,,12.0,1,"Product Description: SHILLS Black Face Mask QTY: 2 packs Size: 50 ml each pack Removes blackheads, help eliminates oil ***INSTRUCTIONS: 1- Clean your skin and use hot towel to put on areas that have open pores / blackheads for 3 to 5 minutes 2- Use an appropriate amount of the suction mask and apply on the face, mainly on the areas with blackheads 3- Wait for the mask to dry for about 10 to 15 minutes 4- Peel off the mask *Caution: As with all beauty products, please perform allergy test by applying a small amount on inner wrist before applying to face* 1 bottle = [rm] 2 bottles = [rm] 3 bottles = [rm]"
909605,Nike oreo roshe run,1,Women/Shoes/Athletic,Nike,66.0,0,Brand new Size 8 but fit 7.5 better I do accept returns
1102677,Deb & Wet Seal Tube Dresses,1,"Women/Dresses/Above Knee, Mini",,17.0,1,Brand : Wet Seal *** Color: White ** Condition : New with tags ** Size : Large Description: embroidered eyelet Tube dress has a zipper on the side to get in and of ⭐️ Jessica's Closet ⭐️ Brand: Deb Color: Multi Size: Large Condition: New without Tags Description: Tube Dress ❌ Price Is Firm - Unless Bundled ⭕️All items ship through USPS ⭕️ ❓ Have any questions? Please ask before purchasing! ❓II
1174990,Men's Rock Revival Shorts Size 34,2,Men/Shorts/Cargo,Rock Revival,46.0,0,Men's Rock Revival Shorts Size 34 Like New & 6 Belts!
607941,AE Soft & Sexy Long Sleeve Henley T XXL,3,Women/Tops & Blouses/T-Shirts,American Eagle,11.0,1,American Eagle Soft & Sexy Long Sleeve Henley Tee in Ladies size XXL. Color is like a dusty pink. Excellent condition. Only tried on & washed once. Check out my other listings. Bundle & Save!
842983,Converse shoes,3,Men/Shoes/Fashion Sneakers,Converse,14.0,0,"Mens size 11 high top Good condition. Can be cleaned up! The part where the laces go in on one side of one shoe came up, needs to be pushed back in. No rips or stains."
66107,Thirty-One Tote/Gym Bag,2,Women/Women's Handbags/Totes & Shoppers,,35.0,1,Brand new out of packaging... never used! I don't remember much about this one (name / color) but it would make a really great gym bag or even diaper bag. It has 2 mesh inside pockets and a fabric one. Also a fabric clip you could put your keys on so you don't loose them bc this bag is pretty big! One outrrside pocket with snap closure and a zip pocket on the side that has a bag to put a pair of shoes in. And a mesh pocket on other outer side. On the outside it also opens so you can put your yoga mat through or you could put a blanket. Whole thing zips closed. Tons of space!
420714,Guardians of the galaxy bundle,3,Vintage & Collectibles/Toy/Action Figure,Funko,25.0,1,"Groot pop, rocket racoon hot topic exclusive and groot funko plush"
146944,Kylie Jenner Grey Hoodie,2,Women/Athletic Apparel/Jackets,,44.0,0,No description yet
813009,Reclining Adjustable High Chair,3,Kids/Feeding/Highchairs & Booster Seats,,69.0,0,No description yet
889738,Nuna pipa car seat base,3,Kids/Car Seats & Accessories/Accessories,,75.0,0,Great condition! Manufactured in 2014
627243,TC XL Soft Sueded Leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",No Boundaries,16.0,1,"NWT These are buttery soft and feel just like lularoe. I have a lot more prints that I can bundle for you. Let me know what size, print and how many you want. Do yourself a favor and purchase them. Don't just ""like"" it and let someone else buy them before you. I promise you won't be disappointed! Thank you for shopping! Prices are firm. *free shipping up to 2 pairs, 3 or more pairs will have [rm] shipping added. 1 pair [rm] 2 pairs [rm] 3 pairs [rm] plus shipping 4 pairs [rm] plus shipping Tags: Sugar Scull, Soft Sueded leggings, pants, spandex, pink, purple, blue, green, black, white, yellow"
877314,[rm] Chris 3-D whitening strips,1,Other/Daily & Travel items/Personal Care,Crest,22.0,1,Crest 3-D whitening strips to take away nicotine caffeine wine stains for brighter smile sealed with expiration date all pictures up firm on price :)
1439421,Gymboree NWT,1,Kids/Girls 0-24 Mos/One-Pieces,Gymboree,60.0,0,Adorable sailor outfit! Price is firm unless bundled. Thank you
761279,Three 14g tongue rings,1,Other/Other/Other,,3.0,1,You get all 3 NEVER BEEN USED 14g
685610,Black Airmax,4,Men/Shoes/Athletic,Nike,18.0,0,Size 7. Good Condition
1436648,Ibd Gel Polish Bundle,2,Beauty/Makeup/Nails,,18.0,0,New !!!! SAVED!!!!
1015977,Silver Ring,3,Women/Jewelry/Rings,,24.0,0,"Was my mother's old wedding ring, size 7.5-8"
684029,2 Pack Self Adhesive Push-up Bra Cup C,1,Women/Underwear/Bras,,22.0,0,"Brand New! 3-5 days shipping! Color: Black and Beige Package= 2 Sets of Bra Pricing: Size A and B= [rm] Size C and D= [rm] Self Adhesive Stick On Silicone Gel Strapless Backless Push-up Reusable Washable HalfCup Style Sizing: Cup A- 32A, 32B, 34A, 36A Cup B- 32C, 34B, 36B, 38A Cup C- 32D, 34C, 36C, 38B Cup D- 34D, 36D, 38C, 38D Care instruction: Use foam soap and wash it by hand Use repeatedly! I can bundle this with any other item"
380384,Baby girl outfit,2,Kids/Girls 0-24 Mos/One-Pieces,Carter's,9.0,0,I got the shirt custom made. I basically put the outfit together my self. Lol. But very cute! My daughter only wore this outfit twice.
410604,Ambient Lighting powder,1,Beauty/Makeup/Face,Sephora,21.0,1,NEW Hourglass Lighting powder Dim light 100% AUTHENTIC
1258842,Flaming Hot Cheetos,1,Handmade/Toys/Food,,7.0,1,No description yet
556463,2x Fidget Spinners,1,Kids/Toys/Games,,16.0,1,"2 Glow in the Dark Fidget Spinners Glows when pitch black Fidget spinner stress & anxiety reliever toy * 100% Brand New * Comes with own box * Small, simple and fun Hold spinner between your fingers and use other hand to spin it rapidly. ⚡️Fast Shipping ⚡️"
1150041,Vintage Jade Solid 14K gold bracelet old,4,Women/Jewelry/Bracelets,Vintage,116.0,0,"This amazing Jade bracelet is a much desired deep green with fibers throughout. It's stamped 14k 585 and is really delicate. Unfortunately one link fell off as shown, but could probably be taken to a jeweler to fasten one side to the other. Measures approx. 6.25"" tip to tip so for a smaller wrist as well. Bundling saves! Original price was [rm] back in the 70s"
1247175,Men's Polo Ralph Lauren Crew Neck Shirt,3,Men/Tops/T-shirts,Polo Ralph Lauren,26.0,0,No description yet
